t_s,drop_rate_per_s,drops_exp,backlog_pkts,throughput_mbps,rtt_proxy_ms,active_flows,elephant_flows,mice_flows,elephant_ratio,regime,trajectory,predicted_regime,workload_profile,target_ms,interval_ms,limit_pkts,quantum_bytes
0.108,154.8333,18,148,10.0077,0.151,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,100.0,1024,1514
0.216,167.4302,36,171,9.9998,0.151,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,100.0,1024,1514
0.324,198.9528,57,203,10.0195,0.151,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,5.00,100.0,1024,1514
0.429,219.0531,80,194,10.0071,0.151,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,5.00,100.0,1024,1514
0.534,238.4797,105,196,10.0029,0.151,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,5.00,100.0,1024,1514
0.639,247.5825,131,210,9.9903,0.151,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,5.00,100.0,1024,1514
0.744,248.2226,157,190,10.0060,0.151,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,5.00,100.0,1024,1514
0.849,210.2470,179,213,10.0061,0.151,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,5.00,100.0,1024,1514
0.953,235.5959,204,224,9.9764,0.151,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,5.00,100.0,1024,1514
1.059,291.0527,235,224,9.9939,0.151,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,5.00,100.0,1024,1514
1.166,271.4136,264,207,10.0067,0.151,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,5.00,100.0,1024,1514
1.273,305.5642,297,211,9.9932,0.151,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,5.00,100.0,1024,1514
1.381,251.3923,324,191,10.0101,0.151,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,5.00,100.0,1024,1514
1.488,253.0240,351,204,10.0000,0.151,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,5.00,100.0,1024,1514
1.595,306.4654,384,197,9.9932,0.151,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,5.00,100.0,1024,1514
1.703,316.1695,418,166,9.9966,0.151,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,5.00,100.0,1024,1514
1.810,278.0514,448,162,10.0076,0.151,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,5.00,100.0,1024,1514
1.918,279.0832,478,213,10.0006,0.151,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,5.00,100.0,1024,1514
2.025,303.8230,511,141,9.9897,0.151,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,100.0,1024,1514
2.134,201.2811,533,78,9.9812,0.151,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,5.00,100.0,1024,1514
2.243,0.0000,533,168,10.0650,0.151,0,0,0,0.000,MODERATE,RECOVERING,LIGHT,MICE,5.00,100.0,1024,1514
2.348,109.2746,545,69,9.9020,0.151,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,5.00,100.0,1024,1514
2.458,27.4968,548,157,10.0471,0.151,0,0,0,0.000,MODERATE,RECOVERING,LIGHT,MICE,5.00,100.0,1024,1514
2.567,74.5526,556,218,10.0181,0.151,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,5.00,100.0,1024,1514
2.675,64.4833,563,175,9.9758,0.151,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,5.00,100.0,1024,1514
2.783,46.7759,568,147,10.0241,0.151,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,5.00,100.0,1024,1514
2.890,64.9062,575,156,9.9825,0.151,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,5.00,100.0,1024,1514
2.998,74.4964,583,188,10.0204,0.151,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,5.00,100.0,1024,1514
3.105,73.9376,591,131,9.9940,0.151,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,5.00,100.0,1024,1514
3.213,74.4534,599,184,9.9936,0.151,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,5.00,100.0,1024,1514
3.321,93.5740,609,185,10.0099,0.151,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,100.0,1024,1514
3.428,102.9596,620,206,10.0077,0.151,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,5.00,100.0,1024,1514
3.535,121.0786,633,187,9.9976,0.151,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,5.00,100.0,1024,1514
3.642,158.4635,650,218,9.9959,0.151,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,5.00,100.0,1024,1514
3.749,184.6113,670,119,9.9814,0.151,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,5.00,100.0,1024,1514
3.858,45.9552,675,135,10.0040,0.151,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,5.00,100.0,1024,1514
3.966,74.7551,683,171,9.9919,0.151,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,5.00,100.0,1024,1514
4.073,120.3106,696,142,10.0270,0.151,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,100.0,1024,1514
4.181,112.0493,708,182,9.9836,0.151,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,100.0,1024,1514
4.288,121.4873,721,230,10.0215,0.151,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,100.0,1024,1514
4.395,175.9286,740,218,9.9833,0.151,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,100.0,1024,1514
4.504,194.5277,761,230,9.9776,0.151,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,5.00,100.0,1024,1514
4.612,233.7858,786,212,10.0282,0.151,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,5.00,100.0,1024,1514
4.718,186.5507,806,158,9.9878,0.151,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,5.00,100.0,1024,1514
4.826,156.5953,823,109,9.9948,0.151,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,5.00,100.0,1024,1514
4.934,143.2802,839,108,9.9319,0.151,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,5.00,100.0,1024,1514
5.046,149.1892,855,190,10.0926,0.151,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,5.00,100.0,1024,1514
5.153,186.7750,875,226,9.9984,0.151,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,5.00,100.0,1024,1514
5.260,268.6062,904,196,9.9815,0.151,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,5.00,100.0,1024,1514
5.368,223.4102,928,242,10.0070,0.151,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,5.00,100.0,1024,1514
5.488,291.3301,963,211,9.9918,0.113,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
5.596,327.1440,999,113,9.9273,0.113,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
5.706,132.1982,1014,103,9.9591,0.113,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
5.819,52.5088,1020,97,10.0372,0.113,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.00,90.0,921,300
5.934,182.1176,1040,124,10.0350,0.113,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,4.00,90.0,921,300
6.044,212.8496,1063,178,10.0533,0.113,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,4.00,90.0,921,300
6.151,305.7654,1096,209,9.9851,0.113,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,4.00,90.0,921,300
6.259,326.7978,1132,115,9.9852,0.113,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.00,90.0,921,300
6.370,26.9335,1135,116,9.9835,0.113,0,0,0,0.000,MODERATE,RECOVERING,LIGHT,MICE,4.00,90.0,921,300
6.481,99.1640,1146,93,10.0065,0.113,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,4.00,90.0,921,300
6.592,116.7362,1159,99,9.9563,0.113,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,4.00,90.0,921,300
6.703,129.8558,1173,130,10.0642,0.113,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,4.00,90.0,921,300
6.811,144.1995,1189,91,9.9325,0.113,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,4.00,90.0,921,300
6.922,129.6387,1203,146,10.0983,0.113,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,4.00,90.0,921,300
7.030,177.3151,1222,232,9.9930,0.113,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,4.00,90.0,921,300
7.137,278.7197,1252,211,10.0022,0.113,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,4.00,90.0,921,300
7.245,310.3437,1285,227,10.0104,0.113,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
7.351,350.4260,1323,253,9.9719,0.113,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
7.460,392.3765,1366,141,9.9781,0.113,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
7.569,239.0362,1392,128,9.9985,0.113,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
7.678,201.2912,1414,132,9.9944,0.113,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
7.787,203.2419,1437,112,9.9787,0.113,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
7.901,192.0033,1458,122,10.0111,0.113,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.00,90.0,921,300
8.010,203.0456,1481,89,9.9742,0.113,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,4.00,90.0,921,300
8.123,45.9964,1486,131,10.0620,0.113,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,4.00,90.0,921,300
8.232,200.0522,1508,119,9.9831,0.113,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,4.00,90.0,921,300
8.342,169.9189,1527,109,9.9457,0.113,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,4.00,90.0,921,300
8.454,0.0000,1527,122,9.9254,0.113,0,0,0,0.000,MODERATE,RECOVERING,LIGHT,MICE,4.00,90.0,921,300
8.567,62.2139,1534,118,10.0872,0.113,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,4.00,90.0,921,300
8.680,81.5600,1543,102,10.0595,0.113,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,4.00,90.0,921,300
8.790,80.8764,1552,119,9.9851,0.113,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,4.00,90.0,921,300
8.901,120.2936,1565,209,10.0385,0.113,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,4.00,90.0,921,300
9.009,185.8349,1585,204,9.9896,0.113,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.00,90.0,921,300
9.117,241.3406,1611,213,9.9786,0.113,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
9.225,315.3703,1645,195,10.0350,0.113,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
9.332,306.8765,1678,244,10.0066,0.113,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
9.440,324.3984,1713,211,9.9931,0.113,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
9.548,408.7130,1758,110,9.9364,0.113,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
9.658,71.9612,1766,111,10.0265,0.113,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
9.769,71.9773,1774,131,9.9972,0.113,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
9.881,53.8154,1780,36,10.0091,0.113,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,4.00,90.0,921,300
9.992,0.0000,1780,252,10.0236,0.113,0,0,0,0.000,MODERATE,RECOVERING,LIGHT,MICE,4.00,90.0,921,300
10.097,238.1747,1805,293,10.0001,0.113,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,4.00,90.0,921,300
10.202,323.2590,1839,281,10.0300,0.113,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,4.00,90.0,921,300
10.307,322.3150,1874,181,9.9581,0.113,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,4.00,90.0,921,300
10.416,350.7074,1912,237,10.0042,0.113,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
10.524,278.3453,1943,126,9.9299,0.113,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
10.636,132.1707,1957,260,10.1036,0.113,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
10.741,372.7242,1996,248,10.0216,0.113,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
10.846,409.4521,2039,255,10.0051,0.113,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
10.954,466.3071,2090,250,9.9521,0.133,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
11.060,519.8961,2145,268,10.0469,0.133,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
11.166,562.0655,2204,266,9.9896,0.133,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
11.271,615.9009,2269,220,9.9860,0.133,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
11.377,624.2819,2335,272,10.0085,0.133,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
11.483,710.8511,2413,246,9.9703,0.133,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
11.592,576.2878,2477,139,9.9812,0.133,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
11.703,223.0899,2502,135,9.9573,0.133,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
11.816,242.6903,2528,206,10.0680,0.133,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,4.00,90.0,921,300
11.923,454.0928,2576,264,10.0250,0.133,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,4.00,90.0,921,300
12.028,609.6344,2640,285,9.9986,0.133,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,4.00,90.0,921,300
12.133,649.3011,2708,259,9.9875,0.133,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,4.00,90.0,921,300
12.238,676.6282,2779,315,10.0083,0.133,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.00,90.0,921,300
12.343,721.5778,2855,263,9.9860,0.133,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
12.448,742.6243,2933,278,10.0339,0.133,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
12.553,836.1294,3023,250,9.9430,0.133,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
12.661,857.1057,3113,276,10.0517,0.133,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
12.766,928.9646,3210,300,9.9919,0.133,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
12.870,973.7553,3316,235,9.9821,0.133,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
12.979,852.3732,3411,174,9.9038,0.133,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
13.091,409.1344,3457,124,10.0677,0.133,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
13.203,127.7755,3471,196,10.0046,0.133,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,4.00,90.0,921,300
13.313,195.4523,3492,204,10.0165,0.133,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,4.00,90.0,921,300
13.420,379.3824,3533,158,9.9833,0.133,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,4.00,90.0,921,300
13.528,343.8586,3570,167,10.0200,0.133,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,4.00,90.0,921,300
13.636,414.2313,3615,238,9.9884,0.133,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,4.00,90.0,921,300
13.744,550.1448,3674,291,10.0239,0.133,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,4.00,90.0,921,300
13.852,664.9607,3746,266,9.9771,0.133,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,4.00,90.0,921,300
13.960,741.3902,3826,215,9.9919,0.133,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
14.068,686.4882,3900,257,10.0217,0.133,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
14.176,756.7588,3983,207,9.9542,0.133,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
14.285,622.8085,4051,160,10.0315,0.133,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
14.394,321.8409,4086,230,9.9823,0.133,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
14.503,726.7930,4164,184,10.0172,0.133,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
14.611,618.3885,4230,245,10.0125,0.133,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
14.717,691.9969,4305,206,9.9966,0.133,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.00,90.0,921,300
14.825,682.7117,4379,215,9.9812,0.133,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,4.00,90.0,921,300
14.934,663.2024,4451,212,10.0042,0.133,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,4.00,90.0,921,300
15.043,792.5656,4536,280,10.0107,0.133,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
15.150,843.0875,4626,268,10.0208,0.133,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
15.256,900.3772,4722,296,9.9883,0.133,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
15.363,940.9805,4823,287,9.9958,0.133,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
15.470,998.6503,4933,242,9.9945,0.133,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
15.581,1013.7706,5045,205,9.9998,0.133,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
15.691,961.7778,5150,230,9.9361,0.133,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
15.800,924.6253,5250,233,10.0716,0.133,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
15.909,1095.6664,5368,262,9.9934,0.133,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
16.016,1155.1297,5492,307,10.0094,0.133,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
16.124,1210.7814,5623,212,10.0042,0.133,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
16.232,1279.3133,5759,255,10.0130,0.133,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,4.00,90.0,921,300
16.352,1475.4987,5937,278,9.9986,0.177,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,3.60,81.0,828,300
16.458,1524.0896,6100,262,9.9726,0.177,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,3.60,81.0,828,300
16.565,1638.0563,6275,333,10.0377,0.177,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,3.60,81.0,828,300
16.672,1670.6433,6454,267,9.9840,0.177,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,3.60,81.0,828,300
16.779,1753.4561,6643,282,9.9832,0.177,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,3.60,81.0,828,300
16.887,1805.0582,6837,294,10.0122,0.177,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,3.60,81.0,828,300
16.995,1880.7870,7039,278,9.9994,0.177,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,3.60,81.0,828,300
17.102,1821.1340,7235,286,9.9884,0.177,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,3.60,81.0,828,300
17.210,1998.9922,7450,269,10.0147,0.177,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,3.60,81.0,828,300
17.317,2051.4902,7673,262,9.9770,0.177,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,3.60,81.0,828,300
17.426,1942.6682,7883,185,9.9926,0.177,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,3.60,81.0,828,300
17.534,1546.2377,8050,244,10.0076,0.177,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,3.60,81.0,828,300
17.642,2006.1363,8267,242,9.9920,0.177,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,3.60,81.0,828,300
17.750,2000.9898,8485,205,10.0052,0.177,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,3.60,81.0,828,300
17.859,2025.2820,8706,229,9.9712,0.177,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,3.60,81.0,828,300
17.968,2115.3645,8934,236,10.0393,0.177,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,3.60,81.0,828,300
18.076,2192.9123,9169,252,10.0140,0.177,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,3.60,81.0,828,300
18.184,2229.8513,9410,277,9.9954,0.177,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,3.60,81.0,828,300
18.292,2278.2089,9654,293,10.0077,0.177,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,3.60,81.0,828,300
18.399,2360.5012,9908,242,9.9855,0.177,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,3.60,81.0,828,300
18.506,2420.5151,10167,293,10.0103,0.177,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,3.60,81.0,828,300
18.613,2487.8912,10433,299,10.0078,0.177,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,3.60,81.0,828,300
18.720,2543.2400,10707,281,9.9830,0.177,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,3.60,81.0,828,300
18.828,2625.8513,10989,290,10.0001,0.177,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,3.60,81.0,828,300
18.935,2665.0085,11275,255,10.0140,0.177,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,3.60,81.0,828,300
19.042,2746.3342,11570,278,9.9784,0.177,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,3.60,81.0,828,300
19.150,2577.2934,11848,273,10.0009,0.177,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,3.60,81.0,828,300
19.258,2326.5768,12097,319,10.0051,0.177,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,3.60,81.0,828,300
19.365,2856.9327,12403,263,10.0089,0.177,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,3.60,81.0,828,300
19.472,2896.8624,12715,259,9.9911,0.177,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,3.60,81.0,828,300
19.580,2598.9562,12993,287,10.0056,0.177,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,3.60,81.0,828,300
19.687,2462.3076,13258,325,10.0132,0.177,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,3.60,81.0,828,300
19.794,2667.1831,13544,219,9.9909,0.177,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,3.60,81.0,828,300
19.901,2747.8796,13840,292,9.9944,0.177,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,3.60,81.0,828,300
20.009,2897.0691,14151,308,9.9944,0.177,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,3.60,81.0,828,300
20.117,2957.4933,14468,250,10.0245,0.177,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,3.60,81.0,828,300
20.224,2902.3410,14778,301,9.9905,0.177,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,3.60,81.0,828,300
20.331,3032.6633,15103,263,9.9918,0.177,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,3.60,81.0,828,300
20.438,3080.8783,15434,256,10.0010,0.177,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,3.60,81.0,828,300
20.545,3140.0927,15770,274,10.0079,0.177,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,3.60,81.0,828,300
20.652,3219.8806,16116,293,9.9942,0.177,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,3.60,81.0,828,300
20.760,3270.8471,16471,293,9.9875,0.177,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,3.60,81.0,828,300
20.868,3369.0605,16834,279,10.0018,0.177,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,3.60,81.0,828,300
20.976,3282.6723,17186,291,10.0105,0.177,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,3.60,81.0,828,300
21.083,3428.1496,17556,285,10.0043,0.177,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,3.60,81.0,828,300
21.191,3517.8693,17938,330,9.9825,0.177,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,3.60,81.0,828,300
21.300,3576.6040,18322,278,10.0136,0.177,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,3.60,81.0,828,300
21.407,3617.2501,18710,284,9.9729,0.177,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,3.60,81.0,828,300
21.514,3738.0487,19113,296,10.0252,0.177,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,3.60,81.0,828,300
21.622,3667.7051,19508,254,9.9925,0.177,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,3.60,81.0,828,300
21.743,3776.7155,19963,359,9.9902,0.168,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,3.24,72.9,745,300
21.850,4177.1639,20418,300,10.0155,0.168,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,3.24,72.9,745,300
21.959,4236.5051,20883,258,9.9962,0.168,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,3.24,72.9,745,300
22.069,4311.1661,21351,240,9.9833,0.168,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,3.24,72.9,745,300
22.177,4411.6130,21827,260,10.0207,0.168,0,0,0,0.000,HEAVY,WORSENING,HEAVY,MICE,3.24,72.9,745,300
