t_s,backlog_pkts,backlog_bytes,target_ms,limit_pkts,quantum_bytes,drop_rate,throughput_mbps,sojourn_ms
414.7,0,0,5.0,1024,1514,159.4,4.997,0.0
415.7,20,30280,5.0,1024,1514,161.2,5.003,44.77
416.7,24,36336,5.0,1024,1514,171.5,4.999,53.77
417.8,24,36336,5.0,1024,1514,170.4,4.998,53.78
418.8,27,40878,5.0,1024,1514,168.3,5.006,60.41
419.8,18,27252,5.0,1024,1514,172.4,4.998,40.34
420.8,21,31794,5.0,1024,1514,163.4,4.996,47.08
421.8,28,42392,5.0,1024,1514,150.5,4.997,62.76
422.8,28,42392,5.0,1024,1514,164.4,5.01,62.59
423.8,26,39364,5.0,1024,1514,173.0,4.997,58.27
424.8,25,37850,5.0,1024,1514,165.5,4.998,56.02
425.8,25,37850,5.0,1024,1514,171.4,4.995,56.06
426.8,28,42392,5.0,1024,1514,175.3,5.008,62.62
427.8,25,37850,5.0,1024,1514,163.4,4.996,56.04
428.8,31,46934,5.0,1024,1514,163.3,5.004,69.38
429.8,25,37850,5.0,1024,1514,182.4,4.999,56.01
430.8,21,31794,5.0,1024,1514,170.4,4.998,47.06
431.8,24,36336,5.0,1024,1514,161.4,4.997,53.79
432.8,0,0,5.0,1024,1514,161.5,4.998,0.0
433.8,22,33308,5.0,1024,1514,155.4,5.006,49.22
434.8,27,40878,5.0,1024,1514,175.4,4.997,60.52
435.8,17,25738,5.0,1024,1514,187.3,5.008,38.02
436.8,22,33308,5.0,1024,1514,156.5,4.997,49.31
437.8,22,33308,5.0,1024,1514,165.5,4.998,49.3
438.8,24,36336,5.0,1024,1514,154.4,4.996,53.8
439.8,0,0,5.0,1024,1514,158.5,5.009,0.0
440.8,0,0,5.0,1024,1514,177.4,4.997,0.0
