t_s,drop_rate_per_s,drops_experiment,backlog_pkts,throughput_mbps,state,active_flows,elephant_flows,target_ms,interval_ms,limit_pkts,ebpf_mode
157.32,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
157.83,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
158.33,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
158.84,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
159.34,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
159.84,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
160.35,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
160.85,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
161.36,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
161.86,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
162.36,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
162.87,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
163.37,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
163.87,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
164.38,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
164.88,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
165.38,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
165.89,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
166.39,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
166.90,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
167.40,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
167.90,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
168.41,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
168.91,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
169.42,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
169.92,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
170.43,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
170.94,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
171.45,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
171.95,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
172.45,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
172.96,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
173.46,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
173.97,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
174.47,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
